transaction_id,user_id,approved_at,merchant_name,amount,category,subcategory,payment_method,status,is_recurring
C03202512041,U1003,2025-12-26T19:30:00,DeliveryY,20262,food,delivery,credit_card,approved,false
C07202512025,U1007,2025-12-26T19:52:00,Local Market,20297,food,groceries,credit_card,approved,false
C01202512035,U1001,2025-12-26T20:15:00,Baedal,20357,food,delivery,credit_card,approved,false
C06202512003,U1006,2025-12-27T08:52:00,Office Cafe,6669,food,cafe,credit_card,approved,false
C03202512018,U1003,2025-12-27T09:56:00,Breakfast House,6964,food,fastfood,credit_card,approved,false
C07202512021,U1007,2025-12-27T12:32:00,School Lunch,8344,food,fastfood,credit_card,approved,false
C01202512019,U1001,2025-12-27T12:48:00,Subway,8910,food,fastfood,credit_card,approved,false
C01202512045,U1001,2025-12-27T14:16:00,Kyobo Bookstore,13706,shopping,book,credit_card,approved,false
C07202512003,U1007,2025-12-27T17:53:00,Book Mart,17964,shopping,book,credit_card,approved,false
C07202512016,U1007,2025-12-27T18:29:00,Local Market,22346,food,groceries,credit_card,approved,false
C05202512024,U1005,2025-12-27T18:59:00,Canvas Market,12580,shopping,living,credit_card,approved,false
C04202512016,U1004,2025-12-27T19:45:00,Family Mart,41221,food,groceries,credit_card,approved,false
C08202512018,U1008,2025-12-27T21:46:00,Bar 45,24150,leisure,bar,credit_card,approved,false
C08202512020,U1008,2025-12-27T23:51:00,Convenience Hub,4228,food,convenience_store,credit_card,approved,false
C08202512016,U1008,2025-12-28T00:13:00,Convenience Hub,4726,food,convenience_store,credit_card,approved,false
C06202512044,U1006,2025-12-28T09:21:00,Office Cafe,6618,food,cafe,credit_card,approved,false
C01202512015,U1001,2025-12-28T12:25:00,Subway,10663,food,fastfood,credit_card,approved,false
C02202512007,U1002,2025-12-28T15:23:00,Cafe Nova,9584,food,cafe,credit_card,approved,false
C05202512030,U1005,2025-12-28T17:56:00,Photo Lab,44135,leisure,hobby,credit_card,approved,false
C07202512008,U1007,2025-12-28T19:58:00,DeliveryY,15994,food,delivery,credit_card,approved,false
C07202512018,U1007,2025-12-28T20:40:00,Online Class,22737,education,course,credit_card,approved,false
C08202512059,U1008,2025-12-28T21:13:00,Night Delivery,34740,food,delivery,credit_card,approved,false
C01202512024,U1001,2025-12-28T22:32:00,Baedal,33403,food,delivery,credit_card,approved,false
C03202512022,U1003,2025-12-29T08:23:00,Bus Fare,1670,transport,public_transit,credit_card,approved,false
C08202512062,U1008,2025-12-29T12:39:00,Coupang,31464,shopping,ecommerce,credit_card,approved,false
C02202512029,U1002,2025-12-29T13:03:00,Office Meal,7813,food,fastfood,credit_card,approved,false
C04202512005,U1004,2025-12-29T18:07:00,Family Mart,42700,food,groceries,credit_card,approved,false
C03202512040,U1003,2025-12-29T18:31:00,Bus Fare,1796,transport,public_transit,credit_card,approved,false
C03202512010,U1003,2025-12-29T18:49:00,Book Mart,11766,shopping,book,credit_card,approved,false
C04202512031,U1004,2025-12-29T19:32:00,Family Mart,18654,food,groceries,credit_card,approved,false
C02202512020,U1002,2025-12-29T20:06:00,DeliveryX,16593,food,delivery,credit_card,approved,false
C07202512022,U1007,2025-12-29T20:45:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C05202512034,U1005,2025-12-29T20:51:00,Style Shop,114620,shopping,fashion,credit_card,approved,false
C05202512047,U1005,2025-12-29T22:47:00,DeliveryX,20613,food,delivery,credit_card,approved,false
C08202512053,U1008,2025-12-29T23:34:00,Night Delivery,31883,food,delivery,credit_card,approved,false
C08202512017,U1008,2025-12-29T23:50:00,Convenience Hub,10370,food,convenience_store,credit_card,approved,false
C01202512006,U1001,2025-12-30T07:52:00,Cafe A,4393,food,cafe,credit_card,approved,false
C06202512002,U1006,2025-12-30T08:00:00,Office Cafe,5154,food,cafe,credit_card,approved,false
C03202512028,U1003,2025-12-30T08:07:00,Breakfast House,6310,food,fastfood,credit_card,approved,false
C01202512020,U1001,2025-12-30T08:32:00,MegaCafe,4408,food,cafe,credit_card,approved,false
C02202512024,U1002,2025-12-30T12:43:00,Office Meal,8149,food,fastfood,credit_card,approved,false
C04202512017,U1004,2025-12-30T15:59:00,Department Store,97029,shopping,fashion,credit_card,approved,false
C05202512040,U1005,2025-12-30T16:33:00,Style Shop,69538,shopping,fashion,credit_card,approved,false
C03202512042,U1003,2025-12-30T18:15:00,Green Market,24979,food,groceries,credit_card,approved,false
C03202512035,U1003,2025-12-30T18:34:00,Design Store,21481,shopping,fashion,credit_card,approved,false
C03202512030,U1003,2025-12-30T20:52:00,DeliveryY,13687,food,delivery,credit_card,approved,false
C04202512011,U1004,2025-12-30T20:58:00,Department Store,123790,shopping,fashion,credit_card,approved,false
C07202512011,U1007,2025-12-30T21:26:00,DeliveryY,13784,food,delivery,credit_card,approved,false
C01202512049,U1001,2025-12-30T22:29:00,Baedal,28875,food,delivery,credit_card,approved,false
C01202512050,U1001,2025-12-31T08:00:00,Cafe A,6723,food,cafe,credit_card,approved,false
C01202512002,U1001,2025-12-31T08:02:00,MegaCafe,3279,food,cafe,credit_card,approved,false
C01202512004,U1001,2025-12-31T08:12:00,MegaCafe,4193,food,cafe,credit_card,approved,false
C04202512004,U1004,2025-12-31T08:16:00,Fuel Max,74091,transport,fuel,credit_card,approved,false
C04202512043,U1004,2025-12-31T08:48:00,Cafe Lane,8850,food,cafe,credit_card,approved,false
C06202512031,U1006,2025-12-31T08:57:00,Fuel Max,54999,transport,fuel,credit_card,approved,false
C06202512021,U1006,2025-12-31T13:07:00,Subway,8718,food,fastfood,credit_card,approved,false
C03202512031,U1003,2025-12-31T18:02:00,Green Market,16366,food,groceries,credit_card,approved,false
C04202512047,U1004,2025-12-31T20:23:00,Steak House,71245,food,dining,credit_card,approved,false
C04202512025,U1004,2025-12-31T20:49:00,Department Store,78944,shopping,fashion,credit_card,approved,false
C08202512003,U1008,2025-12-31T21:05:00,Night Delivery,19354,food,delivery,credit_card,approved,false
C08202512002,U1008,2025-12-31T23:32:00,Night Delivery,31991,food,delivery,credit_card,approved,false
C08202601011,U1008,2026-01-01T08:56:00,Convenience Hub,6950,food,convenience_store,credit_card,approved,false
C05202601023,U1005,2026-01-01T09:15:00,Cafe Nova,8997,food,cafe,credit_card,approved,false
C06202601018,U1006,2026-01-01T13:45:00,Subway,10353,food,fastfood,credit_card,approved,false
C06202601019,U1006,2026-01-01T13:58:00,Subway,9472,food,fastfood,credit_card,approved,false
C05202601025,U1005,2026-01-01T14:04:00,Canvas Market,23069,shopping,living,credit_card,approved,false
C04202601027,U1004,2026-01-01T15:57:00,Cafe Lane,4329,food,cafe,credit_card,approved,false
C05202601012,U1005,2026-01-01T16:32:00,Style Shop,53548,shopping,fashion,credit_card,approved,false
C02202601031,U1002,2026-01-01T18:50:00,Market One,27065,food,groceries,credit_card,approved,false
C04202601046,U1004,2026-01-01T21:00:00,Cinema Box,31077,leisure,movie,credit_card,approved,false
C04202601007,U1004,2026-01-01T21:35:00,Cinema Box,18744,leisure,movie,credit_card,approved,false
C04202601011,U1004,2026-01-01T21:46:00,Cinema Box,22999,leisure,movie,credit_card,approved,false
C07202601010,U1007,2026-01-01T21:52:00,DeliveryY,14888,food,delivery,credit_card,approved,false
C08202601027,U1008,2026-01-01T23:34:00,Night Delivery,28114,food,delivery,credit_card,approved,false
C202601001,U1001,2026-01-02T08:12:00,Cafe A,6100,food,cafe,credit_card,approved,false
C08202601048,U1008,2026-01-02T09:12:00,Office Cafe,6087,food,cafe,credit_card,approved,false
C08202601056,U1008,2026-01-02T09:32:00,Office Cafe,3815,food,cafe,credit_card,approved,false
C05202601013,U1005,2026-01-02T11:10:00,Brunch Atelier,33805,food,dining,credit_card,approved,false
C03202601013,U1003,2026-01-02T15:57:00,Campus Cafe,4304,food,cafe,credit_card,approved,false
C02202601017,U1002,2026-01-02T19:54:00,DeliveryX,23123,food,delivery,credit_card,approved,false
C04202601015,U1004,2026-01-02T20:02:00,Cinema Box,17131,leisure,movie,credit_card,approved,false
C07202601034,U1007,2026-01-02T20:07:00,Online Class,65531,education,course,credit_card,approved,false
C08202601005,U1008,2026-01-03T00:44:00,Convenience Hub,7432,food,convenience_store,credit_card,approved,false
C04202601012,U1004,2026-01-03T08:21:00,Cafe Lane,4564,food,cafe,credit_card,approved,false
C03202601014,U1003,2026-01-03T08:49:00,Bus Fare,1518,transport,public_transit,credit_card,approved,false
C05202601040,U1005,2026-01-03T09:00:00,Cafe Nova,8537,food,cafe,credit_card,approved,false
C202601002,U1001,2026-01-03T12:24:00,Coupang,42800,shopping,ecommerce,credit_card,approved,false
C07202601035,U1007,2026-01-03T13:30:00,School Lunch,9488,food,fastfood,credit_card,approved,false
C05202601032,U1005,2026-01-03T18:07:00,Canvas Market,48753,shopping,living,credit_card,approved,false
C04202601019,U1004,2026-01-03T19:20:00,Family Mart,27613,food,groceries,credit_card,approved,false
C05202601005,U1005,2026-01-03T20:34:00,Cabin Hotel,216444,travel,hotel,credit_card,approved,false
C06202601003,U1006,2026-01-03T20:41:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C02202601016,U1002,2026-01-03T20:56:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C08202601008,U1008,2026-01-03T22:06:00,Taxi Go,24298,transport,taxi,credit_card,approved,false
C08202601002,U1008,2026-01-03T23:22:00,Taxi Go,14339,transport,taxi,credit_card,approved,false
C06202601001,U1006,2026-01-04T08:29:00,Fuel Max,64972,transport,fuel,credit_card,approved,false
C06202601008,U1006,2026-01-04T12:34:00,Coupang,18234,shopping,ecommerce,credit_card,approved,false
C02202601044,U1002,2026-01-04T18:21:00,Market One,21751,food,groceries,credit_card,approved,false
C07202601017,U1007,2026-01-04T19:06:00,DeliveryY,15090,food,delivery,credit_card,approved,false
C202601003,U1001,2026-01-04T19:08:00,Baedal,23900,food,delivery,credit_card,approved,false
C07202601030,U1007,2026-01-04T21:21:00,DeliveryY,21355,food,delivery,credit_card,approved,false
C08202601007,U1008,2026-01-04T23:37:00,Bar 45,34171,leisure,bar,credit_card,approved,false
C08202601037,U1008,2026-01-05T00:25:00,Convenience Hub,9662,food,convenience_store,credit_card,approved,false
C06202601036,U1006,2026-01-05T08:22:00,Office Cafe,5213,food,cafe,credit_card,approved,false
C202601004,U1001,2026-01-05T08:41:00,GS25 Gangnam,4800,food,convenience_store,credit_card,approved,false
C03202601003,U1003,2026-01-05T09:25:00,Breakfast House,9381,food,fastfood,credit_card,approved,false
C07202601029,U1007,2026-01-05T13:31:00,School Lunch,8333,food,fastfood,credit_card,approved,false
C02202601021,U1002,2026-01-05T13:49:00,Office Meal,10576,food,fastfood,credit_card,approved,false
C07202601012,U1007,2026-01-05T17:42:00,Book Mart,24545,shopping,book,credit_card,approved,false
C03202601039,U1003,2026-01-05T18:39:00,Bus Fare,1796,transport,public_transit,credit_card,approved,false
C02202601029,U1002,2026-01-05T18:58:00,Market One,26449,food,groceries,credit_card,approved,false
C03202601018,U1003,2026-01-05T20:15:00,DeliveryY,20961,food,delivery,credit_card,approved,false
C04202601033,U1004,2026-01-05T20:17:00,Steak House,85173,food,dining,credit_card,approved,false
C02202601035,U1002,2026-01-05T20:19:00,Style Shop,66524,shopping,fashion,credit_card,approved,false
C04202601050,U1004,2026-01-05T20:50:00,Steak House,77178,food,dining,credit_card,approved,false
C06202601037,U1006,2026-01-05T21:43:00,Electro Mart,46521,shopping,electronics,credit_card,approved,false
C08202601044,U1008,2026-01-05T23:52:00,Taxi Go,12961,transport,taxi,credit_card,approved,false
C06202601011,U1006,2026-01-06T07:41:00,Fuel Max,77616,transport,fuel,credit_card,approved,false
C04202601003,U1004,2026-01-06T08:25:00,Fuel Max,94057,transport,fuel,credit_card,approved,false
C06202601014,U1006,2026-01-06T09:02:00,Office Cafe,4755,food,cafe,credit_card,approved,false
C02202601043,U1002,2026-01-06T11:32:00,Market One,15940,food,groceries,credit_card,approved,false
C03202601037,U1003,2026-01-06T15:39:00,Campus Cafe,4916,food,cafe,credit_card,approved,false
C07202601031,U1007,2026-01-06T16:34:00,Cafe Lane,4464,food,cafe,credit_card,approved,false
C04202601017,U1004,2026-01-06T18:11:00,Family Mart,41899,food,groceries,credit_card,approved,false
C02202601010,U1002,2026-01-06T18:40:00,Market One,25460,food,groceries,credit_card,approved,false
C07202601008,U1007,2026-01-06T19:08:00,DeliveryY,15533,food,delivery,credit_card,approved,false
C04202601010,U1004,2026-01-06T19:44:00,Family Mart,46223,food,groceries,credit_card,approved,false
C04202601021,U1004,2026-01-06T19:48:00,Steak House,103389,food,dining,credit_card,approved,false
C04202601045,U1004,2026-01-06T19:56:00,Steak House,117509,food,dining,credit_card,approved,false
C08202601009,U1008,2026-01-06T23:44:00,Taxi Go,10603,transport,taxi,credit_card,approved,false
C08202601041,U1008,2026-01-07T08:03:00,Convenience Hub,2906,food,convenience_store,credit_card,approved,false
C08202601023,U1008,2026-01-07T08:17:00,Office Cafe,3739,food,cafe,credit_card,approved,false
C02202601026,U1002,2026-01-07T13:33:00,Office Meal,11002,food,fastfood,credit_card,approved,false
C05202601010,U1005,2026-01-07T13:42:00,Brunch Atelier,22815,food,dining,credit_card,approved,false
C03202601008,U1003,2026-01-07T13:47:00,Book Mart,21232,shopping,book,credit_card,approved,false
C04202601035,U1004,2026-01-07T15:55:00,Cafe Lane,6433,food,cafe,credit_card,approved,false
C07202601004,U1007,2026-01-07T16:15:00,Cafe Lane,3906,food,cafe,credit_card,approved,false
C05202601015,U1005,2026-01-07T18:10:00,Canvas Market,16149,shopping,living,credit_card,approved,false
C202601005,U1001,2026-01-07T18:32:00,OliveYoung,22100,shopping,health_beauty,credit_card,approved,false
C03202601020,U1003,2026-01-07T19:19:00,DeliveryY,13952,food,delivery,credit_card,approved,false
C03202601019,U1003,2026-01-07T19:28:00,DeliveryY,15964,food,delivery,credit_card,approved,false
C05202601020,U1005,2026-01-07T19:42:00,DeliveryX,19042,food,delivery,credit_card,approved,false
C04202601039,U1004,2026-01-07T19:45:00,Family Mart,41292,food,groceries,credit_card,approved,false
C02202601037,U1002,2026-01-07T20:38:00,DeliveryX,19894,food,delivery,credit_card,approved,false
C02202601040,U1002,2026-01-07T20:59:00,Style Shop,44561,shopping,fashion,credit_card,approved,false
C04202601004,U1004,2026-01-08T07:51:00,Gym Pro,69000,health,fitness,credit_card,approved,false
C03202601011,U1003,2026-01-08T09:30:00,Breakfast House,7767,food,fastfood,credit_card,approved,false
C08202601001,U1008,2026-01-08T09:52:00,Office Cafe,6730,food,cafe,credit_card,approved,false
C03202601006,U1003,2026-01-08T10:36:00,Campus Cafe,3951,food,cafe,credit_card,approved,false
C08202601013,U1008,2026-01-08T12:17:00,Coupang,19082,shopping,ecommerce,credit_card,approved,false
C05202601026,U1005,2026-01-08T19:14:00,DeliveryX,16048,food,delivery,credit_card,approved,false
C04202601009,U1004,2026-01-08T19:46:00,Steak House,45287,food,dining,credit_card,approved,false
C03202601001,U1003,2026-01-08T20:13:00,DeliveryY,21782,food,delivery,credit_card,approved,false
C06202601041,U1006,2026-01-08T21:20:00,Coupang,71398,shopping,ecommerce,credit_card,approved,false
C202601006,U1001,2026-01-09T07:58:00,MegaCafe,3000,food,cafe,credit_card,approved,false
C06202601010,U1006,2026-01-09T08:25:00,Office Cafe,6821,food,cafe,credit_card,approved,false
C02202601020,U1002,2026-01-09T09:30:00,Cafe Nova,5142,food,cafe,credit_card,approved,false
C03202601030,U1003,2026-01-09T12:27:00,Green Market,17080,food,groceries,credit_card,approved,false
C07202601019,U1007,2026-01-09T12:33:00,School Lunch,8220,food,fastfood,credit_card,approved,false
C02202601008,U1002,2026-01-09T13:44:00,Office Meal,11649,food,fastfood,credit_card,approved,false
C03202601038,U1003,2026-01-09T15:25:00,Campus Cafe,4750,food,cafe,credit_card,approved,false
C07202601039,U1007,2026-01-09T20:08:00,Online Class,55135,education,course,credit_card,approved,false
C08202601022,U1008,2026-01-09T22:31:00,Taxi Go,14644,transport,taxi,credit_card,approved,false
C03202601021,U1003,2026-01-10T08:06:00,Bus Fare,1501,transport,public_transit,credit_card,approved,false
C04202601051,U1004,2026-01-10T08:36:00,Cafe Lane,9629,food,cafe,credit_card,approved,false
C03202601029,U1003,2026-01-10T10:34:00,Campus Cafe,4411,food,cafe,credit_card,approved,false
C05202601044,U1005,2026-01-10T13:01:00,Brunch Atelier,34378,food,dining,credit_card,approved,false
C02202601004,U1002,2026-01-10T17:20:00,Home Depot,31361,shopping,home,credit_card,approved,false
C03202601016,U1003,2026-01-10T18:47:00,Green Market,22522,food,groceries,credit_card,approved,false
C07202601014,U1007,2026-01-10T18:52:00,Local Market,25845,food,groceries,credit_card,approved,false
C04202601034,U1004,2026-01-10T19:10:00,Steak House,71448,food,dining,credit_card,approved,false
C04202601042,U1004,2026-01-10T19:31:00,Family Mart,28341,food,groceries,credit_card,approved,false
C202601007,U1001,2026-01-10T20:13:00,Netflix,17000,subscription,ott,credit_card,approved,true
C08202601029,U1008,2026-01-10T20:19:00,Coupang,36115,shopping,ecommerce,credit_card,approved,false
C02202601002,U1002,2026-01-11T08:17:00,Cafe Nova,5738,food,cafe,credit_card,approved,false
C07202601032,U1007,2026-01-11T08:30:00,Cafe Lane,6832,food,cafe,credit_card,approved,false
C02202601024,U1002,2026-01-11T12:22:00,Office Meal,13848,food,fastfood,credit_card,approved,false
C04202601029,U1004,2026-01-11T15:19:00,Department Store,118204,shopping,fashion,credit_card,approved,false
C06202601023,U1006,2026-01-11T19:12:00,Electro Mart,162273,shopping,electronics,credit_card,approved,false
C07202601036,U1007,2026-01-11T19:31:00,Book Mart,22885,shopping,book,credit_card,approved,false
C05202601016,U1005,2026-01-11T20:27:00,Style Shop,27145,shopping,fashion,credit_card,approved,false
C02202601030,U1002,2026-01-11T20:44:00,Style Shop,27473,shopping,fashion,credit_card,approved,false
C08202601028,U1008,2026-01-11T23:49:00,Convenience Hub,7945,food,convenience_store,credit_card,approved,false
C04202601044,U1004,2026-01-12T07:16:00,Fuel Max,93350,transport,fuel,credit_card,approved,false
C08202601055,U1008,2026-01-12T09:49:00,Office Cafe,4369,food,cafe,credit_card,approved,false
C07202601037,U1007,2026-01-12T12:21:00,School Lunch,7627,food,fastfood,credit_card,approved,false
C07202601023,U1007,2026-01-12T12:28:00,School Lunch,7240,food,fastfood,credit_card,approved,false
C02202601005,U1002,2026-01-12T12:38:00,Office Meal,8995,food,fastfood,credit_card,approved,false
C202601008,U1001,2026-01-12T13:11:00,McDonalds,8900,food,fastfood,credit_card,approved,false
C02202601012,U1002,2026-01-12T13:23:00,Office Meal,10651,food,fastfood,credit_card,approved,false
C07202601005,U1007,2026-01-12T18:05:00,Clinic Care,52734,health,medical,credit_card,approved,false
C05202601038,U1005,2026-01-12T18:49:00,Canvas Market,46462,shopping,living,credit_card,approved,false
C05202601019,U1005,2026-01-12T19:12:00,Photo Lab,14837,leisure,hobby,credit_card,approved,false
C02202601036,U1002,2026-01-12T20:17:00,Style Shop,25834,shopping,fashion,credit_card,approved,false
C08202601034,U1008,2026-01-12T20:31:00,Coupang,20516,shopping,ecommerce,credit_card,approved,false
C02202601011,U1002,2026-01-12T20:33:00,Style Shop,47571,shopping,fashion,credit_card,approved,false
C02202601003,U1002,2026-01-12T23:51:00,Taxi Go,10200,transport,taxi,credit_card,approved,false
C03202601017,U1003,2026-01-13T08:08:00,Bus Fare,1795,transport,public_transit,credit_card,approved,false
C05202601004,U1005,2026-01-13T10:51:00,Cafe Nova,6657,food,cafe,credit_card,approved,false
C05202601033,U1005,2026-01-13T11:18:00,Brunch Atelier,30403,food,dining,credit_card,approved,false
C02202601028,U1002,2026-01-13T13:20:00,Office Meal,12380,food,fastfood,credit_card,approved,false
C05202601022,U1005,2026-01-13T14:01:00,Canvas Market,13673,shopping,living,credit_card,approved,false
C05202601029,U1005,2026-01-13T14:25:00,Canvas Market,13455,shopping,living,credit_card,approved,false
C04202601025,U1004,2026-01-13T15:34:00,Cafe Lane,9625,food,cafe,credit_card,approved,false
C07202601033,U1007,2026-01-13T16:30:00,Cafe Lane,6235,food,cafe,credit_card,approved,false
C07202601011,U1007,2026-01-13T19:47:00,Local Market,25074,food,groceries,credit_card,approved,false
C02202601001,U1002,2026-01-13T20:41:00,DeliveryX,27142,food,delivery,credit_card,approved,false
C06202601029,U1006,2026-01-13T21:37:00,Coupang,41151,shopping,ecommerce,credit_card,approved,false
C08202601012,U1008,2026-01-13T23:21:00,Night Delivery,26122,food,delivery,credit_card,approved,false
C02202601022,U1002,2026-01-14T08:05:00,Cafe Nova,9549,food,cafe,credit_card,approved,false
C04202601024,U1004,2026-01-14T08:53:00,Cafe Lane,9107,food,cafe,credit_card,approved,false
C08202601036,U1008,2026-01-14T10:35:00,Office Cafe,5716,food,cafe,credit_card,approved,false
C05202601039,U1005,2026-01-14T13:12:00,Brunch Atelier,33863,food,dining,credit_card,approved,false
C07202601027,U1007,2026-01-14T16:37:00,Cafe Lane,5722,food,cafe,credit_card,approved,false
C07202601025,U1007,2026-01-14T19:22:00,Local Market,19110,food,groceries,credit_card,approved,false
C08202601019,U1008,2026-01-14T20:58:00,Coupang,37254,shopping,ecommerce,credit_card,approved,false
C08202601039,U1008,2026-01-14T21:13:00,Night Delivery,23883,food,delivery,credit_card,approved,false
C06202601025,U1006,2026-01-14T22:33:00,DeliveryX,24458,food,delivery,credit_card,approved,false
C02202601032,U1002,2026-01-15T18:38:00,Market One,15248,food,groceries,credit_card,approved,false
C03202601004,U1003,2026-01-15T18:39:00,Green Market,25653,food,groceries,credit_card,approved,false
C04202601037,U1004,2026-01-15T19:25:00,Family Mart,26245,food,groceries,credit_card,approved,false
C07202601028,U1007,2026-01-15T20:37:00,Streaming Co,17000,subscription,ott,credit_card,approved,true
C202601009,U1001,2026-01-15T22:43:00,Yogiyo,31200,food,delivery,credit_card,approved,false
C08202601020,U1008,2026-01-15T23:37:00,Night Delivery,31947,food,delivery,credit_card,approved,false
C03202601033,U1003,2026-01-16T18:25:00,Bus Fare,1648,transport,public_transit,credit_card,approved,false
C03202601035,U1003,2026-01-16T18:51:00,Book Mart,20194,shopping,book,credit_card,approved,false
C07202601018,U1007,2026-01-16T19:19:00,Local Market,14642,food,groceries,credit_card,approved,false
C08202601026,U1008,2026-01-16T20:42:00,Coupang,77957,shopping,ecommerce,credit_card,approved,false
C06202601004,U1006,2026-01-16T20:50:00,Game Box,57137,leisure,gaming,credit_card,approved,false
C04202601023,U1004,2026-01-17T08:31:00,Cafe Lane,9585,food,cafe,credit_card,approved,false
C05202601001,U1005,2026-01-17T09:42:00,Cafe Nova,8419,food,cafe,credit_card,approved,false
C05202601028,U1005,2026-01-17T11:04:00,Brunch Atelier,25260,food,dining,credit_card,approved,false
C05202601037,U1005,2026-01-17T11:54:00,Brunch Atelier,30212,food,dining,credit_card,approved,false
C06202601005,U1006,2026-01-17T12:53:00,Subway,8591,food,fastfood,credit_card,approved,false
C07202601038,U1007,2026-01-17T13:27:00,School Lunch,7797,food,fastfood,credit_card,approved,false
C04202601014,U1004,2026-01-17T15:14:00,Department Store,86569,shopping,fashion,credit_card,approved,false
C03202601022,U1003,2026-01-17T18:34:00,Bus Fare,1553,transport,public_transit,credit_card,approved,false
C05202601036,U1005,2026-01-17T18:38:00,Canvas Market,35831,shopping,living,credit_card,approved,false
C03202601005,U1003,2026-01-17T19:05:00,DeliveryY,17580,food,delivery,credit_card,approved,false
C07202601003,U1007,2026-01-17T19:18:00,Local Market,12866,food,groceries,credit_card,approved,false
C06202601034,U1006,2026-01-17T19:44:00,Electro Mart,152576,shopping,electronics,credit_card,approved,false
C06202601015,U1006,2026-01-17T22:55:00,DeliveryX,23755,food,delivery,credit_card,approved,false
C04202601002,U1004,2026-01-18T07:24:00,Gym Pro,69000,health,fitness,credit_card,approved,false
C08202601014,U1008,2026-01-18T08:18:00,Office Cafe,3652,food,cafe,credit_card,approved,false
C202601010,U1001,2026-01-18T10:02:00,Kyobo Bookstore,18700,shopping,book,credit_card,approved,false
C03202601026,U1003,2026-01-18T12:53:00,Green Market,20137,food,groceries,credit_card,approved,false
C07202601026,U1007,2026-01-18T19:14:00,Book Mart,12140,shopping,book,credit_card,approved,false
C07202601013,U1007,2026-01-18T19:15:00,Local Market,23883,food,groceries,credit_card,approved,false
C04202601016,U1004,2026-01-18T19:23:00,Family Mart,30336,food,groceries,credit_card,approved,false
C05202601034,U1005,2026-01-18T20:26:00,Style Shop,29653,shopping,fashion,credit_card,approved,false
C06202601033,U1006,2026-01-18T20:32:00,Game Box,31212,leisure,gaming,credit_card,approved,false
C05202601035,U1005,2026-01-18T22:26:00,DeliveryX,22422,food,delivery,credit_card,approved,false
C02202601033,U1002,2026-01-19T08:14:00,Cafe Nova,6970,food,cafe,credit_card,approved,false
C08202601003,U1008,2026-01-19T08:55:00,Convenience Hub,5369,food,convenience_store,credit_card,approved,false
C03202601031,U1003,2026-01-19T09:40:00,Breakfast House,8886,food,fastfood,credit_card,approved,false
C08202601038,U1008,2026-01-19T12:49:00,Coupang,20239,shopping,ecommerce,credit_card,approved,false
C06202601040,U1006,2026-01-19T12:56:00,Coupang,57003,shopping,ecommerce,credit_card,approved,false
C03202601027,U1003,2026-01-19T12:58:00,Green Market,16275,food,groceries,credit_card,approved,false
C05202601024,U1005,2026-01-19T17:55:00,Photo Lab,50888,leisure,hobby,credit_card,approved,false
C07202601001,U1007,2026-01-19T18:00:00,Local Market,13356,food,groceries,credit_card,approved,false
C04202601032,U1004,2026-01-19T18:58:00,Family Mart,40213,food,groceries,credit_card,approved,false
C08202601054,U1008,2026-01-19T20:39:00,Coupang,63675,shopping,ecommerce,credit_card,approved,false
C05202601031,U1005,2026-01-19T20:41:00,Style Shop,100652,shopping,fashion,credit_card,approved,false
C08202601057,U1008,2026-01-19T22:20:00,Taxi Go,24092,transport,taxi,credit_card,approved,false
C08202601033,U1008,2026-01-19T22:33:00,Taxi Go,12542,transport,taxi,credit_card,approved,false
C04202601026,U1004,2026-01-20T07:19:00,Fuel Max,59971,transport,fuel,credit_card,approved,false
C08202601025,U1008,2026-01-20T10:59:00,Office Cafe,5635,food,cafe,credit_card,approved,false
C02202601019,U1002,2026-01-20T12:36:00,Office Meal,9626,food,fastfood,credit_card,approved,false
C02202601025,U1002,2026-01-20T17:09:00,Home Depot,25177,shopping,home,credit_card,approved,false
C05202601017,U1005,2026-01-20T18:20:00,Canvas Market,44150,shopping,living,credit_card,approved,false
C03202601034,U1003,2026-01-20T18:23:00,Book Mart,17492,shopping,book,credit_card,approved,false
C04202601036,U1004,2026-01-20T19:16:00,Family Mart,37023,food,groceries,credit_card,approved,false
C202601011,U1001,2026-01-21T08:17:00,Kommerce Cafe,4100,food,cafe,credit_card,approved,false
C04202601022,U1004,2026-01-21T08:19:00,Cafe Lane,6776,food,cafe,credit_card,approved,false
C03202601007,U1003,2026-01-21T08:36:00,Bus Fare,1494,transport,public_transit,credit_card,approved,false
C08202601017,U1008,2026-01-21T09:21:00,Office Cafe,3575,food,cafe,credit_card,approved,false
C08202601051,U1008,2026-01-21T10:28:00,Office Cafe,3485,food,cafe,credit_card,approved,false
C05202601018,U1005,2026-01-21T11:09:00,Brunch Atelier,26371,food,dining,credit_card,approved,false
C06202601016,U1006,2026-01-21T12:25:00,Coupang,46123,shopping,ecommerce,credit_card,approved,false
C04202601001,U1004,2026-01-21T15:10:00,Cafe Lane,5995,food,cafe,credit_card,approved,false
C03202601024,U1003,2026-01-21T16:24:00,Sport Mart,18316,shopping,sports,credit_card,approved,false
C04202601049,U1004,2026-01-21T20:18:00,Cinema Box,25885,leisure,movie,credit_card,approved,false
C06202601024,U1006,2026-01-21T20:50:00,DeliveryX,28151,food,delivery,credit_card,approved,false
